X (m),Y (m),Yaw (rad),World Frame,Frame Offset (m)
0.5584851351839701,-0.010490066416160768,1.5550308015385208,0,0.5
0.5584851351839701,-0.010490066416160768,1.5550308015385208,0,0.5
0.558456297717083,-0.010439259662590746,1.5542738378556655,0,0.5
0.5585004491358116,-0.010461706456639583,1.5545517680159857,0,0.5
0.5584878217277838,-0.010577325653971808,1.5562384908998474,0,0.5
0.5585481089437179,-0.01052286089585627,1.555547263697646,0,0.5
0.5587217167852029,-0.010507155101401147,1.5533423334942627,0,0.5
0.5586451777956462,-0.010449815596098819,1.5514456096152598,0,0.5
0.5652396632810945,-0.011433516420148813,1.5050660465759937,0,0.5
0.558442818966475,-0.010534302561983656,1.5490496427119647,0,0.5
0.558508365635812,-0.010665654959600368,1.5482418592495113,0,0.5
0.5583349684865513,-0.010663844824822051,1.5520000468624182,0,0.5
0.5582198927127847,-0.010572854119631638,1.5481795291075702,0,0.5
0.5583044123381906,-0.010645136362831271,1.5510615990902794,0,0.5
0.5582745885768805,-0.0105175582864632,1.549889655190932,0,0.5
0.5584323167043943,-0.010660213876253453,1.5529415432095444,0,0.5
0.558344886678748,-0.010589962786665453,1.5549333336135802,0,0.5
0.5585719795606601,-0.010457308368908227,1.5568848372587296,0,0.5
0.5587421330350825,-0.010307529988777122,1.5584184386113324,0,0.5
0.5588181478673967,-0.010339844878383502,1.5600498131929201,0,0.5
0.5589384794153344,-0.010299194378627656,1.5545820700453268,0,0.5
0.558795476221906,-0.010382071685698772,1.5522263218021017,0,0.5
0.5588265726890714,-0.010351607988023254,1.5511185883299063,0,0.5
0.5588705553658141,-0.010216908780799365,1.5524032145139601,0,0.5
0.5591112190330757,-0.010243271081555108,1.5518204861233482,0,0.5
0.5593225753745245,-0.010385251179258554,1.5538420451712247,0,0.5
0.5593364848350064,-0.010434658528510055,1.554415303494117,0,0.5
0.5593925108714848,-0.010673771278414875,1.552930254717802,0,0.5
0.5594305507742559,-0.010757000546893318,1.5572333114323114,0,0.5
0.5594858972474477,-0.010627074544621085,1.5585969612364536,0,0.5
0.5595047176341051,-0.010587532312289108,1.5596304219732515,0,0.5
0.5594238785218557,-0.010647083457896946,1.5600622677197844,0,0.5
0.5594294720459753,-0.010764660379932027,1.559071421028885,0,0.5
0.5595015796352102,-0.010924463895133853,1.5581631274733925,0,0.5
0.5595078200026055,-0.01093800476005321,1.5578619267942764,0,0.5
0.5595521595600763,-0.01096811005126621,1.558280155933609,0,0.5
0.5595994391594945,-0.010987903658367885,1.5591604764166682,0,0.5
0.5595952700621684,-0.011010852347448561,1.5608308192162337,0,0.5
0.5594901344293174,-0.011006827366461101,1.5632842793893118,0,0.5
0.5593593004436207,-0.01101079708343156,1.5603514085089105,0,0.5
0.5588989921987516,-0.010764764633884727,1.557993660925873,0,0.5
0.5586281587161039,-0.010786505841558635,1.5532322383800512,0,0.5
0.5586750091171045,-0.010785357812338772,1.5515290188565736,0,0.5
0.5586617459590425,-0.01074514580761877,1.5509955394309132,0,0.5
0.5586196776726169,-0.010784420364238748,1.5501579313506864,0,0.5
0.5586015717225146,-0.010669484552150884,1.5496780566626736,0,0.5
0.5585716645239258,-0.010821775080037323,1.5521778664487766,0,0.5
0.5585398562221899,-0.010961071130828224,1.5545427322403667,0,0.5
0.558575735312558,-0.010908996434644175,1.5540066333774334,0,0.5
0.5589745592946946,-0.01065667465948769,1.5563088851096085,0,0.5
0.559457186433452,-0.010473366975727193,1.5613584496037751,0,0.5
0.5597073304704517,-0.010408801103761623,1.5610642982268408,0,0.5
0.5597007989883948,-0.010613425054488328,1.55979792144569,0,0.5
0.5596264100897345,-0.01067085154791122,1.560987797058543,0,0.5
0.5596241981583788,-0.010628300709576505,1.5621272219994347,0,0.5
0.5596775481041593,-0.010614523411008076,1.559637634762659,0,0.5
0.5596301453396412,-0.010681046453390658,1.5628734223861407,0,0.5
0.5595115709182954,-0.010798647542488733,1.5619946502464312,0,0.5
0.5591031262260617,-0.01077710603136443,1.5592784588880226,0,0.5
0.5587261987057324,-0.010972723003425697,1.5556940183955392,0,0.5
0.5594902273584058,0.08444431998309931,1.658136317392144,2,0.5
0.5594902273584058,0.08444431998309931,1.658136317392144,2,0.5
0.5600388215704828,0.08311707862767082,1.6557993105711242,2,0.5
0.5608380380614425,0.0817815818971559,1.6552170763706808,2,0.5
0.558794988873378,0.08241061952540474,1.6572248759539139,2,0.5
0.5579578903986125,0.08403453177050713,1.6560786985842937,2,0.5
0.5594534311503212,0.08270196137153152,1.6586810749263694,2,0.5
0.5609720120218978,0.08053973884178456,1.6538030413108362,2,0.5
0.5589537032936556,0.08171333528085634,1.6540540739278846,2,0.5
