X (m),Y (m),Yaw (rad),World Frame,Frame Offset (m)
0.9398784143441596,0.023473728142951546,1.644598165406877,0,0.2
0.9398784143441596,0.023473728142951546,1.644598165406877,0,0.2
0.9401661923812665,0.02351670257817119,1.6310050015838848,0,0.2
0.9400303233478232,0.023482778436088182,1.6395429758968372,0,0.2
0.9400787340740303,0.023413596178874937,1.6386384446751467,0,0.2
0.9399434979042142,0.023329788551111598,1.6455953383440804,0,0.2
0.9402528215125835,0.023443656990594263,1.632188315542997,0,0.2
0.9401639702913447,0.02337421479978226,1.6389658038463564,0,0.2
0.9404345557579743,0.023481786970251512,1.6285853148703076,0,0.2
0.9399508810739788,0.023389706075498607,1.6360775414552107,0,0.2
0.9402844608116859,0.023468039627861943,1.6380461359759941,0,0.2
0.9403410989034044,0.02355684337709559,1.6348974017169542,0,0.2
0.9399922967464494,0.023503954446419725,1.6422642872132889,0,0.2
0.940115608807476,0.023506424032567454,1.6369107047902598,0,0.2
0.9399823656282922,0.02349059951893587,1.640095257075881,0,0.2
0.9400450979191018,0.0235334738544565,1.6401535748646783,0,0.2
0.9405742378962885,0.02358253397528629,1.6342964569238125,0,0.2
0.9402054606612413,0.023477578503445905,1.6403156977202165,0,0.2
0.9404178551333312,0.02348500142494046,1.6300114795416336,0,0.2
0.9401793548861024,0.023453513724988623,1.6377297817871415,0,0.2
0.9402086610219272,0.0233647646547258,1.626751138829083,0,0.2
0.9403322054650062,0.02339827756257736,1.6242656891623646,0,0.2
0.9401356064441134,0.023424779890644867,1.6376007421459908,0,0.2
0.9403694469437818,0.023495591254629442,1.6288456975956456,0,0.2
0.9403544923983275,0.023499854822897088,1.6280383028307783,0,0.2
0.9400669928125414,0.023238613385207274,1.641918341369714,0,0.2
0.9402063925970311,0.023224073870080436,1.6396971126880224,0,0.2
0.9396908846489609,0.0230185793311316,1.6462307770979812,0,0.2
0.9404587710778143,0.02311866732063975,1.628975774654872,0,0.2
0.9402099127092977,0.022983001358905998,1.6362036183249173,0,0.2
0.9399555788312638,0.022943898418837882,1.6373473104908016,0,0.2
0.9399943876095415,0.022979476942900496,1.6372873429428652,0,0.2
0.9402651954099202,0.02300969064488899,1.6220404354251097,0,0.2
0.9401439268252357,0.022954924456662525,1.6220945686257304,0,0.2
0.9400024209807392,0.022980870856644044,1.6202548085232136,0,0.2
0.9400994873007592,0.022734519102101537,1.628543305121143,0,0.2
0.9399464344034225,0.022756190704371043,1.6273909987893587,0,0.2
0.9401837125071656,0.022784102030761366,1.6181648681387715,0,0.2
0.9400517822760268,0.02265750269014386,1.635792998285263,0,0.2
0.9400481860158626,0.02274778230375416,1.6212918996134016,0,0.2
0.9398658619009008,0.02266652816063728,1.6370023192107561,0,0.2
0.9400917769080754,0.022663116093659973,1.6349858276629845,0,0.2
0.9402083560778636,0.022727766043449758,1.6284018783099024,0,0.2
0.9402295190522302,0.022844686757856975,1.6121806621335446,0,0.2
0.940217114285873,0.02284603864263284,1.6173607489108204,0,0.2
0.9401196385166025,0.022883608299910683,1.6108940663631925,0,0.2
0.9399648949590333,0.02288926634053221,1.6168940995819128,0,0.2
0.9399969361727514,0.022932570650445638,1.6114341463856925,0,0.2
0.9399682723053074,0.022937514478944144,1.6120175985195677,0,0.2
0.939794240905936,0.023027618959959868,1.6022290468575695,0,0.2
0.9400391719425171,0.02311630580190012,1.5892931723277677,0,0.2
0.9395619816268524,0.022912836635058564,1.6018493461485914,0,0.2
0.939352882746883,0.02293793261827512,1.6005555455977865,0,0.2
0.9395095195683114,0.023061472765652544,1.5828336913222953,0,0.2
0.9391954411291732,0.023051264319922382,1.5923870605412356,0,0.2
0.9389647474987738,0.022931048592724906,1.594445272613964,0,0.2
0.9384273465006258,0.022957367905508116,1.597477691922346,0,0.2
0.9383179056584686,0.0230324696817146,1.5802231296193088,0,0.2
0.937944892263094,0.022958803446263748,1.5876560419446264,0,0.2
0.9371302952964373,0.023123900619955843,1.577594649866876,0,0.2
0.9589252683295555,0.11830636666931782,1.6182427744353782,2,0.2
0.9589252683295555,0.11830636666931782,1.6182427744353782,2,0.2
0.9602575368641102,0.11755780219511724,1.6185175959009375,2,0.2
0.9610613938884831,0.11600945968985543,1.6178945981629271,2,0.2
0.9597794222292413,0.11607128406597289,1.622066020042712,2,0.2
0.959449203539743,0.11718897921063132,1.6245451231374914,2,0.2
0.9583820699718287,0.11846370434379683,1.6208812928894216,2,0.2
0.9576411539475517,0.1187331228123002,1.6272744885410204,2,0.2
0.958867993671794,0.11707934294425981,1.6249317519526694,2,0.2
0.9572937550824567,0.11904786417478763,1.6260827701495344,2,0.2
0.9576367075760701,0.11808477289617625,1.6284827224075076,2,0.2
0.9593401065909907,0.11617300399049169,1.6242860844009135,2,0.2
