X (m),Y (m),Yaw (rad),Distance (m)
1.6639218383314445,-0.057358631068205546,1.258792146077051,1.5999999999999999
1.6515600301495845,-0.0560400213732383,1.2122275320189575,1.5999999999999999
1.6247915668020503,-0.05563467336637535,1.134876902566695,1.5999999999999999
1.6721545393496209,-0.05624457235360838,1.2877020482622918,1.5999999999999999
1.677362877295955,-0.05733763628459808,1.2917226610001122,1.5999999999999999
1.6710230177575882,-0.05734134687490255,1.2687873776888983,1.5999999999999999
1.6619366597616254,-0.05636425229407723,1.2514271745250682,1.5999999999999999
1.6146476826094163,-0.058381341847765424,1.9776883967744376,1.5999999999999999
1.6531549727123451,-0.056586428892502524,1.2439212486562516,1.5999999999999999
1.6799206323574782,-0.057019836012019556,1.2956994301080915,1.5999999999999999
1.6711176383941502,-0.05749661158566802,1.262037187130997,1.5999999999999999
1.633534889965465,-0.057076752881787575,1.1408737938347862,1.5999999999999999
1.6168858541522402,-0.05864709657848948,1.9754148337223938,1.5999999999999999
1.6512874481003805,-0.05544825742122156,1.2247670658461378,1.5999999999999999
1.6675061251369219,-0.056277647396270884,1.2590562588447871,1.5999999999999999
1.6783605572989662,-0.05786814844548023,1.2800148624666163,1.5999999999999999
1.6791535988431274,-0.0569331233975051,1.280302125443953,1.5999999999999999
1.7346791578198417,-0.06109377389173545,1.5627562987849541,1.5999999999999999
1.6562411776826342,-0.0547285348587019,1.2266297024796686,1.5999999999999999
1.671555396745219,-0.05649379233522428,1.271631848519032,1.5999999999999999
1.6768409805708073,-0.05787695336324543,1.2674925295552442,1.5999999999999999
1.6739962939737585,-0.057057417254132804,1.2769919747889846,1.5999999999999999
1.6556710713970146,-0.05545904817116997,1.2205004110216264,1.5999999999999999
1.6663456369119123,-0.055758452768710234,1.26166207275638,1.5999999999999999
1.6814995387512583,-0.05744299399244835,1.2871688333097955,1.5999999999999999
1.7422484696077634,-0.06267068992167965,1.4610718621199128,1.5999999999999999
1.6364552425626782,-0.055954825900094214,1.200445503200139,1.5999999999999999
1.6696789129586154,-0.056724996936114436,1.2753785846273158,1.5999999999999999
1.6780784967139148,-0.05573219217591358,1.2816576250698197,1.5999999999999999
1.678701981888967,-0.05529098615888751,1.2750383355104595,1.5999999999999999
1.6792330997823433,-0.05536671760087882,1.2766433979190213,1.5999999999999999
1.6622505566146186,-0.055287028016240705,1.253102707243882,1.5999999999999999
1.6413076949342689,-0.05472547359962752,1.214588643625189,1.5999999999999999
1.6669420259319312,-0.0559649642870326,1.2451491123293104,1.5999999999999999
1.6407075010974808,-0.05908291043943563,1.9425755608384627,1.5999999999999999
1.674897528590149,-0.05881927880855017,1.2626242468353137,1.5999999999999999
1.6763607118146886,-0.05758826260998095,1.2854680971705414,1.5999999999999999
1.6784336836611549,-0.05644662910674731,1.292225203036259,1.5999999999999999
1.6789152681061408,-0.057988640388887486,1.2724864471438806,1.5999999999999999
1.6783641976325163,-0.05690785166732308,1.2874920640545273,1.5999999999999999
1.6749991412316265,-0.056561703679961724,1.2853885644248766,1.5999999999999999
1.636545010139446,-0.059213369526536094,1.9186683909424604,1.5999999999999999
1.6349066505151444,-0.05816891804654732,1.923638684108943,1.5999999999999999
1.668414961005775,-0.05528190184894313,1.2447744530098925,1.5999999999999999
1.6596379965352848,-0.05466844731483063,1.229678714607008,1.5999999999999999
1.6422958004274442,-0.04421351217412642,1.194015318284337,1.4818181818181817
1.6744467032322305,-0.04461054274706934,1.2708507451410904,1.4818181818181817
1.653436537203436,-0.04252458928241071,1.219636272604531,1.4818181818181817
1.6683851686862554,-0.04359428109369124,1.2528515228103472,1.4818181818181817
1.6606444172987977,-0.043359353757752093,1.2401710747375112,1.4818181818181817
1.6782338991313417,-0.044932740774003305,1.2839970208899392,1.4818181818181817
1.6809195192997914,-0.04759609937679209,1.2834448490200996,1.4818181818181817
1.6652681233867759,-0.046071268549091854,1.2448766826764113,1.4818181818181817
1.6682375762728254,-0.04680178666016377,1.2645744854669996,1.4818181818181817
1.6753785197431728,-0.04681691056482471,1.2661624066827828,1.4818181818181817
1.6588514329754414,-0.04589909512069374,1.229490450743462,1.4818181818181817
1.6579983498525994,-0.04588816976843317,1.2391188799614818,1.4818181818181817
1.6655432066649973,-0.04820087430131339,1.2458241220056343,1.4818181818181817
1.6394423186100575,-0.050378093713498315,1.9225511965920692,1.4818181818181817
1.6698485194217747,-0.0481957855787036,1.254095235507998,1.4818181818181817
1.6682101700092407,-0.0487795621878368,1.2457149897641526,1.4818181818181817
1.6691274112363534,-0.049252104970542804,1.225437202487839,1.4818181818181817
1.652678404204604,-0.04734072302768405,1.2092014554994672,1.4818181818181817
1.647073084098129,-0.04618098116067117,1.205849097803157,1.4818181818181817
1.6611236053229022,-0.046745466850133824,1.238039195334313,1.4818181818181817
1.6654124918094748,-0.04779194135834609,1.2433784464386783,1.4818181818181817
1.664414895946014,-0.04785230355134162,1.2476247162091472,1.4818181818181817
1.6724623209249687,-0.04819670933088738,1.2541169520244155,1.4818181818181817
1.6765985884196692,-0.04906442641253541,1.262746524993491,1.4818181818181817
1.6768164579181926,-0.049903236168905296,1.2663432426814962,1.4818181818181817
1.6683208697497918,-0.04947677587661643,1.2463318838649482,1.4818181818181817
1.6716744247770454,-0.049592801495662794,1.2505251790078,1.4818181818181817
1.6735142838363002,-0.05012513942316192,1.2541814215922376,1.4818181818181817
1.6652498753039835,-0.04935471404613376,1.237649974708209,1.4818181818181817
1.6607497261139577,-0.04849723826797317,1.22552073814185,1.4818181818181817
1.6719865580668205,-0.04830619691725891,1.2519661045206394,1.4818181818181817
1.6693425012183396,-0.04899539400961612,1.2465937147157244,1.4818181818181817
1.6817978780967455,-0.04994935409879753,1.2765640866363586,1.4818181818181817
1.6785815328970366,-0.050371509316562965,1.265490565496143,1.4818181818181817
1.6365589848873645,-0.049464720643822076,1.1006168727400598,1.4818181818181817
1.6509591241236266,-0.04848274549971221,1.1918589152736982,1.4818181818181817
1.6744872144011533,-0.04980559437327263,1.2419740928103764,1.4818181818181817
1.6768753630580366,-0.04997371700083685,1.2519811975407655,1.4818181818181817
1.6739929316688509,-0.050249998014077146,1.245842947275977,1.4818181818181817
1.6657836282988991,-0.04997160744712648,1.233347259083219,1.4818181818181817
1.6681775286177605,-0.0499313456892237,1.2423008410106542,1.4818181818181817
1.6792265106655881,-0.05045758747876592,1.2668723970067473,1.4818181818181817
1.6830272466112497,-0.05046542312962865,1.2736038386078539,1.4818181818181817
1.6816744778765549,-0.04987903398893094,1.2737924806844385,1.4818181818181817
1.6725650532481149,-0.049109833315987624,1.2589669259898881,1.4818181818181817
1.6731962869931547,-0.049356202491825124,1.2629417497624114,1.4818181818181817
1.6740754561635396,-0.049782666516952435,1.2606678721258024,1.4818181818181817
1.6775800840718402,-0.050779917006586704,1.2616780109184424,1.4818181818181817
1.676936077320555,-0.05128443543185659,1.261285573455756,1.4818181818181817
1.6783148533377634,-0.05137779137592618,1.2609781694404607,1.4818181818181817
1.6782253553540967,-0.05079582212884752,1.2550434111495894,1.4818181818181817
1.6741888486231264,-0.04859245700550305,1.2692387194497792,1.4818181818181817
1.6753623818158287,-0.04926974629843511,1.2691059231471087,1.4818181818181817
1.674634905754342,-0.049977632976166336,1.2621497683576375,1.4818181818181817
1.6653541299629537,-0.05004493510094156,1.2403411346205078,1.4818181818181817
1.6718893752737143,-0.051053747058229876,1.2546030986173573,1.4818181818181817
1.6796215331205815,-0.051647559750399925,1.26578807629172,1.4818181818181817
1.6794967313376095,-0.05156738996033492,1.2650029741976427,1.4818181818181817
1.6801538545841141,-0.051675879860814566,1.2617168129937877,1.4818181818181817
1.6765344119283117,-0.05140876443724262,1.253471979958592,1.4818181818181817
1.6903532061118294,-0.05887238000092236,1.2531240072487406,1.3636363636363635
1.686550722008799,-0.05906152080598406,1.2487487460876114,1.3636363636363635
1.6877925561610834,-0.05962434484024387,1.2618359237778556,1.3636363636363635
1.7032468129841318,-0.06462498859388154,1.2957784785185849,1.3636363636363635
1.713191152060769,-0.06378709175575972,1.312542380492954,1.3636363636363635
1.6773081471198368,-0.059104661731121846,1.2251658897880897,1.3636363636363635
1.7086359919710352,-0.06306655890011262,1.2815696725807049,1.3636363636363635
1.6780594259397654,-0.0581290775097458,1.2331455091968053,1.3636363636363635
1.6955237242855248,-0.05859937792086356,1.2870376266853665,1.3636363636363635
1.7036048187621051,-0.06016626561552351,1.2786408083469298,1.3636363636363635
1.6968156494437547,-0.05984781907792154,1.2839661697607423,1.3636363636363635
1.67053521661833,-0.05854015366696391,1.2318821675958254,1.3636363636363635
1.6751889626932024,-0.05863656570049485,1.2304871503664623,1.3636363636363635
1.69150013240284,-0.05790966210657571,1.2640932196594452,1.3636363636363635
1.7021126501887767,-0.057545188892595724,1.2859883943615973,1.3636363636363635
1.7033145185532257,-0.05904644713872422,1.289512938604867,1.3636363636363635
1.6981949262157237,-0.05921476729646385,1.2792858584462343,1.3636363636363635
1.6964012503059218,-0.05822836775662385,1.2817949605706052,1.3636363636363635
1.6830105966722853,-0.05805592437984185,1.2635760289333307,1.3636363636363635
1.678465291277686,-0.05868053715343698,1.245099432974816,1.3636363636363635
1.6903743111862402,-0.057523376041347815,1.2685501307138969,1.3636363636363635
1.705270093570852,-0.058709220639425796,1.2934194069967577,1.3636363636363635
1.7028714019241424,-0.059299518477071995,1.2906696719436195,1.3636363636363635
1.6961771825125427,-0.05854165438867648,1.283293123513917,1.3636363636363635
1.688731169820549,-0.05750002337078726,1.2604006533056402,1.3636363636363635
1.673537183579552,-0.057313085592246835,1.2368136580415336,1.3636363636363635
1.6801417157415914,-0.05776227337829906,1.2443833753664784,1.3636363636363635
1.69104191750367,-0.05799917414699941,1.2553676471896547,1.3636363636363635
1.6819358321811624,-0.05823712243891625,1.2412696854623528,1.3636363636363635
1.7089873244670108,-0.057838385582696786,1.3252799619297795,1.3636363636363635
1.6928117025594362,-0.05760451516173558,1.2739399202702741,1.3636363636363635
1.6701334366763534,-0.058010991784194624,1.2035816960197685,1.3636363636363635
1.6980288628731641,-0.058008638023448626,1.276014074996493,1.3636363636363635
1.7116877581485401,-0.05733197023641956,1.3175600298563193,1.3636363636363635
1.7069651309629814,-0.05680261689267126,1.3048463393236818,1.3636363636363635
1.7052423267133452,-0.05687333511347087,1.2963337025857007,1.3636363636363635
1.70611308584615,-0.05685476463178263,1.2982290934065537,1.3636363636363635
1.712685700480214,-0.05707023739932297,1.3124823653800841,1.3636363636363635
1.7061429006374762,-0.056825167883488056,1.2914408397899864,1.3636363636363635
1.6909013801010648,-0.056833431462571214,1.2623621910641682,1.3636363636363635
1.6925643343441175,-0.05774840791371386,1.2703969421659622,1.3636363636363635
1.7040922432254586,-0.05945379165903564,1.2757639585545477,1.3636363636363635
1.7096723843076007,-0.059723777570506106,1.3030091470260554,1.3636363636363635
1.7115895538344088,-0.05856760854711304,1.3306056439127538,1.3636363636363635
1.6942227381239052,-0.05884025599969356,1.2621277192042897,1.3636363636363635
1.7081962872848706,-0.05982496830948836,1.2980846637572547,1.3636363636363635
1.7030212407142171,-0.05802001788625767,1.2916743429938973,1.3636363636363635
1.699972900084145,-0.05900671459534694,1.2967815389511794,1.3636363636363635
1.68396416618967,-0.05823001567388554,1.2378213798572857,1.3636363636363635
1.6808990186913446,-0.05769865905197069,1.2487934738332203,1.3636363636363635
1.6882004751467492,-0.05721906304670739,1.2535073623507365,1.3636363636363635
1.7044874295332733,-0.05686486021464327,1.2706555213765385,1.3636363636363635
1.7025158870061392,-0.05652106422682181,1.2732722940489498,1.3636363636363635
1.6976425110429303,-0.057367137800700116,1.285908140848295,1.3636363636363635
1.6786300984205482,-0.05680096243164859,1.2328094694095653,1.3636363636363635
1.6795018037800795,-0.05779505220408847,1.2271258630975914,1.3636363636363635
1.670206258112882,-0.057452450225712805,1.2204476876567933,1.3636363636363635
1.680064958405888,-0.05770943359911092,1.2306810748800203,1.3636363636363635
1.6777424105405983,-0.057223024714713966,1.2491328526699,1.3636363636363635
1.6743629936182303,-0.05638244160245033,1.223680590962598,1.3636363636363635
1.7327193883752243,-0.07523575449277771,1.2901357593479195,1.2454545454545454
1.7328620131211263,-0.07511206712351831,1.2932793248945447,1.2454545454545454
1.7049905799252663,-0.07246938756316774,1.2178393039164184,1.2454545454545454
1.6942594700882583,-0.07086447713445815,1.2034679182804056,1.2454545454545454
1.728858496919921,-0.07531228580268362,1.2730690085437435,1.2454545454545454
1.7049906251914293,-0.07371975345788272,1.224623522507774,1.2454545454545454
1.7499018903682138,-0.07724662341482194,1.5205480068499402,1.2454545454545454
1.7498250782251183,-0.07750004736550575,1.625388850929472,1.2454545454545454
1.690135647085998,-0.07332793739167183,1.2010404888439103,1.2454545454545454
1.7528015310456813,-0.0779650100895906,1.4419330500932377,1.2454545454545454
1.7017865859964796,-0.07467051254696012,1.2268742697406676,1.2454545454545454
1.7081026347129054,-0.07409564619273669,1.232210612260298,1.2454545454545454
1.6929504764515086,-0.07339563694111308,1.2026456036034008,1.2454545454545454
1.714525501113318,-0.07489252061137297,1.2337088799706861,1.2454545454545454
1.6955648200908278,-0.07384272147035788,1.1975855181862853,1.2454545454545454
1.6911920516907997,-0.07331472170332032,1.1899408552359303,1.2454545454545454
1.7570939246453539,-0.07877059180103131,1.5883691843970495,1.2454545454545454
1.6967051321191629,-0.07426653528189485,1.197371545146825,1.2454545454545454
1.7149715833367534,-0.07528686432937043,1.236215830846507,1.2454545454545454
1.7327102911928929,-0.07649308415060445,1.2923233085376844,1.2454545454545454
1.7223436007485438,-0.07578113714503268,1.2568349170760154,1.2454545454545454
1.6961622879896638,-0.07416080976443845,1.2026243677957429,1.2454545454545454
1.6942775976466742,-0.07388967534237247,1.1979417157490801,1.2454545454545454
1.6985661605923092,-0.07377541704104934,1.1991811815689102,1.2454545454545454
1.6993072448817284,-0.07445893040618358,1.2080292103323937,1.2454545454545454
1.6899811692683706,-0.07414123986482374,1.1927419194870312,1.2454545454545454
1.6887891999603954,-0.0742304553981675,1.1916271174491335,1.2454545454545454
1.6949172088164035,-0.07449162389823469,1.2091293506588774,1.2454545454545454
1.7288074680787817,-0.07640747935213646,1.2799286534977083,1.2454545454545454
1.721105956146805,-0.0757237489942962,1.2599070104791217,1.2454545454545454
1.7056328503357698,-0.07469399838079882,1.2234523316735715,1.2454545454545454
1.700122400274334,-0.07444549953507512,1.2136252865458732,1.2454545454545454
1.700408780749131,-0.07469813900497879,1.2126965184054757,1.2454545454545454
1.7069938447520283,-0.07546272709612076,1.2249867425526113,1.2454545454545454
1.7310751916926945,-0.07741145632288096,1.2961099797947617,1.2454545454545454
1.7071230556154906,-0.07555116399816075,1.242070835424796,1.2454545454545454
1.7035596278628782,-0.07439494021157199,1.2218185101084702,1.2454545454545454
1.6928812828232356,-0.07365234493890443,1.1955139935633892,1.2454545454545454
1.6914694685738576,-0.07455899202058766,1.1927756935437555,1.2454545454545454
1.6906871676233783,-0.07489679425931546,1.1896406369525634,1.2454545454545454
1.6922117145795084,-0.07475728138908734,1.1889706766101542,1.2454545454545454
1.7099115552371593,-0.07605080256041243,1.225560469320318,1.2454545454545454
1.7247491511314164,-0.0775437222709311,1.2643197797608743,1.2454545454545454
1.7235827452003853,-0.07668926389342484,1.2607254326192032,1.2454545454545454
1.7190474849689372,-0.07660218157137663,1.2537814916917949,1.2454545454545454
1.7159048052481873,-0.07678304645990966,1.241524678404516,1.2454545454545454
1.716872209622354,-0.07716234542687941,1.2491253863355094,1.2454545454545454
1.7314962157127614,-0.07852765856485158,1.2885908777902473,1.2454545454545454
1.7237056227066394,-0.07768999727117366,1.2740855984361426,1.2454545454545454
1.6960450388779718,-0.07597723194559938,1.2178439753019386,1.2454545454545454
1.6969861188891042,-0.07615927508201933,1.2174945084986728,1.2454545454545454
1.7073193315094093,-0.07689602667475026,1.2312299819501535,1.2454545454545454
1.72351458266839,-0.07738810709073765,1.2546322125317544,1.2454545454545454
1.73102580733052,-0.0778043763181311,1.2834992227282658,1.2454545454545454
1.7303355251298675,-0.07783825683226442,1.2797897121091506,1.2454545454545454
1.7303905648212958,-0.07805124677902144,1.2791480621825424,1.2454545454545454
1.7213981299504408,-0.07761182547883144,1.2535464913526253,1.2454545454545454
1.718181281910528,-0.07733615206775266,1.2445812917508616,1.2454545454545454
1.7253085227432972,-0.07807836596018167,1.263195203356828,1.2454545454545454
1.7294143350662123,-0.07833005557488862,1.2749719743713455,1.2454545454545454
1.7210284533920728,-0.07753106936645042,1.2322934369058585,1.1272727272727272
1.768020627159736,-0.0807861796987706,1.5279947856481655,1.1272727272727272
1.74269775980093,-0.0798175616195623,1.273975629350493,1.1272727272727272
1.7243686727740144,-0.08156913005485508,1.2550564506398778,1.1272727272727272
1.7427397789469334,-0.07998443480785486,1.2895314502642938,1.1272727272727272
1.729649942856386,-0.08029518255763157,1.2503770749384682,1.1272727272727272
1.7658052322320548,-0.0820721526425012,1.586779298249199,1.1272727272727272
1.7692887988014996,-0.0806698924762935,1.5679191078596004,1.1272727272727272
1.7262455533436962,-0.07802545141395212,1.251672478453166,1.1272727272727272
1.7390345784699555,-0.07766570481810448,1.2809415296622078,1.1272727272727272
1.7212479249173498,-0.07762970240504163,1.2300247874172237,1.1272727272727272
1.7123600692151566,-0.07787282619724789,1.2080517852221566,1.1272727272727272
1.7382700745089905,-0.07776971581137732,1.2620831127020073,1.1272727272727272
1.7684547031786315,-0.07930911555952282,1.5012260463250207,1.1272727272727272
1.7689620109523605,-0.07970594045373866,1.5783322979918024,1.1272727272727272
1.7672067216202854,-0.07950933400430579,1.6161789273145597,1.1272727272727272
1.7770747841528742,-0.07942464049715263,1.5961325306077245,1.1272727272727272
1.7715220985155087,-0.07968069641496997,1.5443900411562688,1.1272727272727272
1.72960698163384,-0.07723777208523701,1.2522022381806535,1.1272727272727272
1.746082447703047,-0.07845652634550301,1.3188531321963974,1.1272727272727272
1.7254698918168687,-0.07803427593237716,1.2545096883369893,1.1272727272727272
1.7709207712220896,-0.08007865855875276,1.5212395164444816,1.1272727272727272
1.7703292513950983,-0.08117687186861797,1.557857234254694,1.1272727272727272
1.7183403425435668,-0.07812985361180931,1.2431691668432627,1.1272727272727272
1.7109878890412884,-0.07763793501289365,1.230525635463038,1.1272727272727272
1.7357313965585288,-0.07745870685402836,1.2398483552546185,1.1272727272727272
1.7435189985101618,-0.07774433508176418,1.2872820116008983,1.1272727272727272
1.7402780418873243,-0.07725274755904071,1.2818944080993486,1.1272727272727272
1.7215115534184546,-0.076258646994557,1.2400970892585534,1.1272727272727272
1.7711481800741304,-0.07867818306884707,1.5192658137739405,1.1272727272727272
1.7713730772973522,-0.07868725980174074,1.532678280297856,1.1272727272727272
1.7709968504570566,-0.07886022093639966,1.5137313323802981,1.1272727272727272
1.7250773741989502,-0.07653003459003263,1.250994010385681,1.1272727272727272
1.7407723719874566,-0.07699493640618221,1.2901672321062785,1.1272727272727272
1.7471179647079125,-0.07775627186360254,1.3297683048636189,1.1272727272727272
1.7408361598805064,-0.07761696742419351,1.2895884866621778,1.1272727272727272
1.7447468088961107,-0.07877267857350037,1.2908026938246047,1.1272727272727272
1.7411672849586186,-0.07812544350222714,1.3064901086430845,1.1272727272727272
1.740793713544833,-0.07690561385199308,1.285744999336207,1.1272727272727272
1.7360725496171336,-0.07694537303891723,1.2716529181230416,1.1272727272727272
1.7392685136916513,-0.0761191499169667,1.2815929692091106,1.1272727272727272
1.7404989876286767,-0.07581776773778585,1.2849872375936044,1.1272727272727272
1.7376621078900665,-0.07597853098085484,1.2788245612295244,1.1272727272727272
1.7399440657658158,-0.0762384229986249,1.2774353976279005,1.1272727272727272
1.7419796194643098,-0.07635936552639079,1.276907678228838,1.1272727272727272
1.739687878146658,-0.07627572666903407,1.2598458304951037,1.1272727272727272
1.7444645169467468,-0.07796768322992309,1.312755989713777,1.1272727272727272
1.7392534190403763,-0.07698607450565431,1.2959083995219718,1.1272727272727272
1.7338742096498851,-0.07665864957385558,1.264086440603462,1.1272727272727272
1.7357955247058345,-0.07647352146114206,1.2499971420889167,1.1272727272727272
1.7350037275825112,-0.07574929223531256,1.2458106022079618,1.1272727272727272
1.7432984734983417,-0.07674565093453595,1.2776804778695194,1.1272727272727272
1.7432704494093807,-0.07689152685532656,1.2956871808269423,1.1272727272727272
1.7429724677964926,-0.07655400095593817,1.3042376285314563,1.1272727272727272
1.7412632760475493,-0.07644474907896484,1.2854773517609508,1.1272727272727272
1.7382802402081925,-0.07620585974878086,1.2748135255039827,1.1272727272727272
1.73794368864139,-0.07582409490788844,1.2695116265155513,1.1272727272727272
1.735862403760909,-0.07567063647269806,1.259282245471021,1.1272727272727272
1.7385192943130112,-0.0759190219928492,1.2504927785678823,1.1272727272727272
1.7431834810831672,-0.07624446910390725,1.263125586312825,1.1272727272727272
1.7783835915767972,-0.07688422459792736,1.5360435141991806,1.009090909090909
1.7786331946765932,-0.07707983610477576,1.534800989507128,1.009090909090909
1.7774726456891345,-0.0746433250878559,1.3494443971319703,1.009090909090909
1.7878936725867627,-0.0752652650871667,1.5492329905746576,1.009090909090909
1.7808743766986574,-0.0742425217293126,1.5286077551047734,1.009090909090909
1.7528443318889089,-0.0707684383220396,1.2381737212285435,1.009090909090909
1.7828128040973552,-0.0750352186745596,1.5172766763938097,1.009090909090909
1.7870636903959598,-0.07645097895216107,1.5291059176517758,1.009090909090909
1.740165897590588,-0.07157011979748622,1.201408055460711,1.009090909090909
1.777896660576799,-0.07661681040348263,1.5659030078070915,1.009090909090909
1.7539356549133331,-0.07416359567187387,1.230610659674182,1.009090909090909
1.7504011027667001,-0.07426543311381069,1.2285559389259217,1.009090909090909
1.7395174289137731,-0.07424272997181852,1.1927293113605866,1.009090909090909
1.7773657516034953,-0.07855223116131235,1.555465198103417,1.009090909090909
1.7793438167116704,-0.07623641263315985,1.3300917223578868,1.009090909090909
1.7812388564190704,-0.07654430287777375,1.3629497697039563,1.009090909090909
1.7840961836064257,-0.07799577500632265,1.5806354570854764,1.009090909090909
1.7439901876893267,-0.07401916560003148,1.2173008997640065,1.009090909090909
1.7514585273850531,-0.07432014343970361,1.2382354212141302,1.009090909090909
1.7863021097598963,-0.07739243211853795,1.5123273852719474,1.009090909090909
1.7785165441162438,-0.07643290762514375,1.3402788771456422,1.009090909090909
1.737693282681051,-0.07435389997036275,1.1970072743270783,1.009090909090909
1.7514483014277986,-0.07567830358146652,1.2206091070519478,1.009090909090909
1.7543606186153444,-0.07662931497610168,1.2343352414078246,1.009090909090909
1.746363712116438,-0.0763174206431868,1.2212080839549777,1.009090909090909
1.7505514847934112,-0.07622595616210051,1.2267102527016793,1.009090909090909
1.7481652715025078,-0.0758703051623607,1.2189059264871533,1.009090909090909
1.7431775526988256,-0.07550853722057461,1.2038129136286202,1.009090909090909
1.7773218167522036,-0.07932876126295041,1.5326548931272077,1.009090909090909
1.7829018695204133,-0.07941389460507894,1.5258961300589802,1.009090909090909
1.741809885207175,-0.07544296874152887,1.2048820635370159,1.009090909090909
1.7783507227931112,-0.08017300473827785,1.5173732851971646,1.009090909090909
1.7796597647180743,-0.08024939767158334,1.5041383461197162,1.009090909090909
