X (m),Y (m),Yaw (rad),World Frame,Frame Offset (m)
0.8127542041223431,-0.0056488177868584,1.5315061527882459,0,0.3
0.8127542041223431,-0.0056488177868584,1.5315061527882459,0,0.3
0.8132687182697463,-0.005663422997073305,1.4892960157515032,0,0.3
0.8123286255372167,-0.0055943159817323455,1.5581287269260968,0,0.3
0.8110277010110152,-0.006165681568459659,1.5244613777053129,0,0.3
0.8088212438436546,-0.004336561859226307,1.4903253905866214,0,0.3
0.8084785634022293,-0.005859878093622126,1.5505958808109483,0,0.3
0.8088744026252989,-0.0036153075185937408,1.4651660297172149,0,0.3
0.8131164155188317,-0.0049500104056006584,1.4898628931487352,0,0.3
0.8107251478237698,-0.005115051873911189,1.4946954021155368,0,0.3
0.8099631292042869,-0.005302334816882341,1.5340013326766537,0,0.3
0.8067762124864345,-0.00521862401176476,1.495011282108865,0,0.3
0.8096031747194659,-0.0048294303910809055,1.5696727674364463,0,0.3
0.8106866747972792,-0.005095064517423093,1.4865585164584185,0,0.3
0.8110232290326864,-0.005011684419906645,1.480561064746382,0,0.3
0.8123980277673943,-0.005335663981836051,1.5466864313999578,0,0.3
0.8125151681135394,-0.005262669565478867,1.5419914131008716,0,0.3
0.8122943387567322,-0.005528009856195101,1.5480083457391045,0,0.3
0.8119356047293387,-0.005304331178334991,1.4881886206702202,0,0.3
0.8123800848552052,-0.005612910963421927,1.548135107081624,0,0.3
0.8106935474263262,-0.0051777548471997024,1.4774841741651719,0,0.3
0.809048030290788,-0.005696858701624858,1.531762176771956,0,0.3
0.8076684537429836,-0.005380255931060802,1.4950296095252438,0,0.3
0.8079704705931889,-0.005539907821201954,1.5489798990457695,0,0.3
0.8097610205669679,-0.005754423469507632,1.5338391286934425,0,0.3
0.8089663970139914,-0.005420432717102231,1.4763565998220651,0,0.3
0.8109192509689043,-0.0056406197533742965,1.5220677877893867,0,0.3
0.8115287791391593,-0.006001508210126003,1.5653744610012807,0,0.3
0.8117903026211888,-0.00576538772430659,1.5187449156500916,0,0.3
0.8114787885588758,-0.00563994596015808,1.4733359824391599,0,0.3
0.8120726775293801,-0.005907467809367071,1.4786688083424784,0,0.3
0.8126008525216127,-0.00582207987517186,1.4726742598888087,0,0.3
0.8126424004342915,-0.005971613803232202,1.5189163815139513,0,0.3
0.8117327715966951,-0.006559156527662641,1.5542359653977231,0,0.3
0.812353544883568,-0.006436091409138937,1.5592330375526895,0,0.3
0.8124418804613027,-0.006399963892900063,1.5538295235472759,0,0.3
0.8126568193719673,-0.006241766019601476,1.5319445726793806,0,0.3
0.8126455211722379,-0.006065226185382785,1.5215621483358526,0,0.3
0.8122753062091849,-0.005965376099658023,1.4984037619793893,0,0.3
0.8118726923958018,-0.0061717021498951105,1.4924263627812866,0,0.3
0.8113152604921053,-0.006224052006085005,1.502151966341362,0,0.3
0.8104802168937217,-0.006111294595806407,1.518124471102875,0,0.3
0.8101729736344276,-0.006377587894198135,1.534605684550161,0,0.3
0.8097647490590347,-0.006300096221489461,1.542534239913199,0,0.3
0.809591173983089,-0.006303358700390335,1.5507869264801255,0,0.3
0.8097534831138117,-0.006325496687968448,1.5597019469127757,0,0.3
0.8092844638413986,-0.006347722472562722,1.5632063571553132,0,0.3
0.8104400835888652,-0.006049426139867612,1.550346638695687,0,0.3
0.8115820886522038,-0.005754822081265613,1.5271975919868983,0,0.3
0.8119513879546582,-0.005530778152448084,1.4943620647965608,0,0.3
0.8117062778371423,-0.006045115762267534,1.4744968987502942,0,0.3
0.8124489419971301,-0.006202011774704184,1.471605196901655,0,0.3
0.8131870088002564,-0.006451285773910208,1.4916548758095793,0,0.3
0.8132120524859139,-0.00658838373300144,1.5233211761908099,0,0.3
0.8132025040138069,-0.006641796592438719,1.5345146596494619,0,0.3
0.8128746200811663,-0.006813007333457061,1.546737001540401,0,0.3
0.8126341789457704,-0.006836982748964422,1.5551007627416673,0,0.3
0.8123541230576051,-0.006767535377859077,1.5540712251649744,0,0.3
0.812534372976102,-0.006704263522837258,1.5414160196042865,0,0.3
